col1_1a,col1_1,RA_d,DEC_d,FWHM_d,R_SAT_d,IND_d,MAG_d,MAG_d_unc,AP_d,AP_d_unc,PSF_d,PSF_d_unc,SKY_d,VISION,col1_2,ra_1,dec_1,wfc3m,wfc3u,nic1.6m,nic1.6u,nic2.05m,nic2.05u,irtfm,irtfu,hops,separation_2,closesthops,4thnearest,Separation_1,col1_3,ra_s,dec_s,b36_s,unc36_s,b45_s,unc45_s,b58_s,unc58_s,b8_s,unc8_s,J,uncJ,H,uncH,Ks,uncKs,class,col1_2a,Unnamed: 0.4,ra_v,dec_v,J_v,Je_v,H_v,He_v,Ks_v,Kse_v,Separation
483,495.0,83.86767200308748,-4.871736033586605,2.721796035766602,0.0,1096.0,21.43853397088624,0.05635442212224,21.43853397088624,0.05635442212224,,,0.3165799379348755,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,496.0,83.86789029092596,-5.312955721597158,2.605364322662354,0.0,1098.0,19.74991435723877,0.0292616933584213,19.74991435723877,0.0292616933584213,,,7.776885032653809,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,497.0,83.86795596545227,-5.404289127095899,2.59748101234436,0.0,1099.0,19.38816280084228,0.0312915556132793,19.38816280084228,0.0312915556132793,,,26.84235382080078,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,498.0,83.86807809484871,-5.287055341434734,2.458765745162964,0.0,1100.0,18.71668834405517,0.013198334723711,18.71668834405517,0.013198334723711,,,7.384150505065918,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,499.0,83.86810716738059,-4.883817447333475,2.405864477157593,0.0,1101.0,21.57948322015381,0.0647502914071083,21.57948322015381,0.0647502914071083,,,0.4889467060565948,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,500.0,83.86838355624074,-5.472143695295038,2.224671125411987,0.0,1104.0,18.934374043518066,0.0160444155335426,18.934374043518066,0.0160444155335426,,,5.503432273864746,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,501.0,83.8684105685158,-5.466401756985069,2.454742670059204,0.0,1105.0,18.59476680474853,0.0135442353785038,18.59476680474853,0.0135442353785038,,,6.551445960998535,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,502.0,83.86860022652371,-4.911181535299904,2.634026527404785,0.0,1108.0,21.07295818048096,0.0557146705687046,21.07295818048096,0.0557146705687046,,,0.7794221639633179,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,503.0,83.86870413567752,-4.914932996848533,2.40422511100769,0.0,1109.0,20.463079640441897,0.033137671649456,20.463079640441897,0.033137671649456,,,0.7980267405509949,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,504.0,83.869144908787,-4.92332631910682,2.578685283660889,0.0,1113.0,21.48213405328369,0.0795254111289978,21.48213405328369,0.0795254111289978,,,0.8851245641708374,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,505.0,83.86917542783581,-4.942056757762461,2.743269920349121,0.0,1114.0,19.90370578485108,0.013353738002479,19.90370578485108,0.013353738002479,,,0.8964006900787354,0.0,497.0,83.86915284158158,-4.942058615033233,19.820030823546222,0.0467544514115121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24463.608821841044,-1074.0,0.0,5.707577094916351E-4,,,,,,,,,,,,,,,,,,,3342,3342,83.869174,-4.942025,,,19.648,0.133,18.648,0.132,0.11444258226435577
494,506.0,83.86995479226289,-5.388090477595862,2.374907255172729,0.0,1119.0,18.9973928423462,0.033013004809618,18.9973928423462,0.033013004809618,,,19.49367141723633,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,507.0,83.87009847789238,-4.943229663407812,2.50216817855835,0.0,1120.0,21.424846837097164,0.0479942075908184,21.424846837097164,0.0479942075908184,,,0.8735105991363525,0.0,498.0,83.87008255908916,-4.943218539871192,21.53535953132517,0.0350046026111241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22239.71466847715,-1074.0,0.0,0.0015878760798172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,508.0,83.87013317024527,-5.232032349072421,2.689710140228271,0.0,1121.0,19.92175502496338,0.0443249642848968,19.92175502496338,0.0443249642848968,,,7.017247200012207,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,509.0,83.87031814651853,-4.904343187260732,2.194752931594849,0.0,1122.0,19.942106434875484,0.0167420338839292,19.942106434875484,0.0167420338839292,,,0.7062267661094666,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,510.0,83.87041419215352,-5.295916098472821,2.748212099075317,0.0,1123.0,20.38172740655517,0.057067684829235,20.38172740655517,0.057067684829235,,,6.290263175964355,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,511.0,83.87047468009389,-4.892467899075123,0.1639190018177032,0.0,1124.0,20.32748813348388,0.0226335097104311,20.32748813348388,0.0226335097104311,,,0.592017650604248,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,512.0,83.87095878414473,-4.920036246575734,2.692177057266235,0.0,1129.0,20.82263965325928,0.0595599450170993,20.82263965325928,0.0595599450170993,,,0.9585845470428468,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,513.0,83.87198049878165,-5.231172965486482,2.654977798461914,0.0,1137.0,19.075885960632327,0.0174288861453533,19.075885960632327,0.0174288861453533,,,6.648550033569336,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,514.0,83.8722633430244,-4.905153785586816,2.723368406295776,0.0,1140.0,21.260456273132327,0.0370249897241592,21.260456273132327,0.0370249897241592,,,0.7059301733970642,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,515.0,83.87235254022735,-4.883478657112004,2.452092170715332,0.0,1141.0,20.081506917053225,0.0185687020421028,20.081506917053225,0.0185687020421028,,,0.5595617294311523,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3374,3374,83.872376,-4.883459,,,20.111,0.194,19.087,0.201,0.10994888634052467
504,516.0,83.872774102963,-5.211898331097027,2.637239217758179,0.0,1144.0,19.104610631042483,0.0241986606270074,19.104610631042483,0.0241986606270074,,,2.986712455749512,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,517.0,83.8730393828954,-4.875351823223968,2.268894672393799,0.0,1147.0,21.692085454040523,0.0727587938308715,21.692085454040523,0.0727587938308715,,,0.3177980184555054,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,518.0,83.87313192690414,-5.283365752960991,2.395257711410522,0.0,1148.0,19.32895869927978,0.0240585189312696,19.32895869927978,0.0240585189312696,,,8.176575660705566,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,519.0,83.87338907642278,-5.390856360556469,2.283776760101318,0.0,1150.0,19.156109044128414,0.0493561476469039,19.156109044128414,0.0493561476469039,,,16.38846015930176,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,520.0,83.87390294409823,-5.23778304504949,2.518218040466309,0.0,1154.0,19.98899478631592,0.0504371374845504,19.98899478631592,0.0504371374845504,,,6.26799488067627,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,521.0,83.87439461838035,-5.218590470180759,2.598179340362549,0.0,1156.0,18.40040607171631,0.0203216690570116,18.40040607171631,0.0203216690570116,,,4.075018882751465,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,522.0,83.87473685029182,-5.28019264473468,0.0470146983861923,0.0,1157.0,18.872745701843264,0.0172995664179325,18.872745701843264,0.0172995664179325,,,8.653620719909668,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,523.0,83.87508320980902,-4.883290516186746,2.125657320022583,0.0,1158.0,19.33630199151612,0.0107401022687554,19.33630199151612,0.0107401022687554,,,0.582634449005127,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3406,3406,83.875109,-4.883252,20.308,0.203,19.422,0.124,18.981,0.186,0.16668469391639176
512,524.0,83.87537522009545,-5.005155787141621,2.624999761581421,0.0,1159.0,21.360849568420413,0.0633086785674095,21.360849568420413,0.0633086785674095,,,0.6923506855964661,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,525.0,83.87589619779965,-4.947402486509557,2.319133520126343,0.0,1162.0,20.930095860534664,0.0413496047258377,20.930095860534664,0.0413496047258377,,,0.810316801071167,0.0,509.0,83.87587258185356,-4.947405499135643,21.129318575899063,0.0295800375297486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13148.462592884767,-1074.0,0.0,0.0014997219979254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,526.0,83.87662102895955,-4.902966208842423,2.391646146774292,0.0,1166.0,20.714681813293453,0.0508089959621429,20.714681813293453,0.0508089959621429,,,0.6778173446655273,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,527.0,83.87791640917045,-4.886072432079538,2.378653526306152,0.0,1173.0,18.6402036638794,0.007935706526041,18.6402036638794,0.007935706526041,,,0.6354480981826782,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3442,3442,83.877898,-4.886095,20.07,0.167,18.698,0.076,18.219,0.108,0.1046944104358573
516,528.0,83.87792478314476,-4.890968501675019,2.395410060882568,0.0,1174.0,21.124645421081546,0.0695824101567268,21.124645421081546,0.0695824101567268,,,0.5874305963516235,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,529.0,83.87802629958064,-5.285311931941188,2.57420825958252,0.0,1177.0,19.30523891168213,0.0205755680799484,19.30523891168213,0.0205755680799484,,,8.050626754760742,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,530.0,83.87843644258531,-5.298647519111141,2.522116661071777,0.0,1183.0,19.790991017395022,0.0377543829381465,19.790991017395022,0.0377543829381465,,,7.088335037231445,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,531.0,83.87857394398496,-5.295426476652777,2.385126113891602,0.0,1184.0,19.207409092956546,0.0263937804847955,19.207409092956546,0.0263937804847955,,,7.38188648223877,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,532.0,83.87867552418419,-5.289385131847065,2.359133243560791,0.0,1185.0,19.88806361871338,0.0367569178342819,19.88806361871338,0.0367569178342819,,,7.356840133666992,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,533.0,83.8787611957459,-5.330008653581416,2.7044997215271,0.0,1186.0,20.615501591735843,0.0602765269577503,20.615501591735843,0.0602765269577503,,,5.743292808532715,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,534.0,83.87912324248991,-5.282532652574904,2.360367298126221,0.0,1188.0,19.97976512628174,0.0456405989825725,19.97976512628174,0.0456405989825725,,,8.628193855285645,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,535.0,83.87931490456268,-5.058563480034463,2.292810201644897,0.0,1191.0,21.90746326165772,0.1005320623517036,21.90746326165772,0.1005320623517036,,,0.8023342490196228,0.0,403.0,83.8791893759835,-5.058417472547105,21.9406451601736,0.0455592972573502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18369.11820514941,85.0,0.0,0.001351886387367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,536.0,83.87959696057722,-4.871936201239866,2.377286195755005,0.0,1192.0,19.984831044250484,0.025268979370594,19.984831044250484,0.025268979370594,,,0.1929750144481659,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,537.0,83.87999442703607,-4.891354280996008,2.323564052581787,0.0,1197.0,21.30192775445556,0.0926570445299148,21.30192775445556,0.0926570445299148,,,0.5732635259628296,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,538.0,83.88049105509985,-5.278229140003927,2.375973224639893,0.0,1200.0,20.025333592468264,0.0417273938655853,20.025333592468264,0.0417273938655853,,,9.021406173706056,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,539.0,83.88060322722905,-5.063586623027085,2.497381687164307,0.0,1201.0,20.52449054437256,0.0316097214818,20.52449054437256,0.0316097214818,,,0.5537706613540649,0.0,367.0,83.88056033033268,-5.0634214662053685,20.607636537743865,0.0267970273542335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11150.45796523598,-1061.0,0.0,0.0011907882009127,,,,,,,,,,,,,,,,,,,3488,3488,83.880633,-5.063611,,,20.25,0.215,18.437,0.11,0.13820199912598985
528,540.0,83.88104378103105,-5.270371116377885,2.726026296615601,0.0,1206.0,18.87632198052978,0.0447243377566337,18.87632198052978,0.0447243377566337,,,13.6662425994873,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,541.0,83.88129917949915,-4.882494207833778,2.347767114639282,0.0,1207.0,21.48740215020752,0.0937898680567741,21.48740215020752,0.0937898680567741,,,0.4714224934577942,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,542.0,83.88211790217309,-4.893456955407378,2.102257013320923,0.0,1222.0,20.49469012933349,0.0420619994401931,20.49469012933349,0.0420619994401931,,,0.6309862732887268,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,543.0,83.88230259162846,-5.059947645356209,2.706890106201172,0.0,1223.0,20.951021382385257,0.0606435611844062,20.951021382385257,0.0606435611844062,,,0.4675360918045044,0.0,397.0,83.88217384008254,-5.059780862046721,21.031961557259223,0.0305627939577541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17032.505126007403,-1061.0,0.0,5.895116804929853E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,544.0,83.88263496010698,-5.28213648757534,2.667558193206787,0.0,1224.0,19.54507846551513,0.0364696830511093,19.54507846551513,0.0364696830511093,,,8.18493938446045,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,545.0,83.88291167611312,-4.878094756771683,2.383295297622681,0.0,1226.0,20.667082020812984,0.0490796566009521,20.667082020812984,0.0490796566009521,,,0.2575244009494781,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,546.0,83.88310322156872,-5.055730463479001,2.459170341491699,0.0,1227.0,19.656673619323733,0.0230954475700855,19.656673619323733,0.0230954475700855,,,0.5251615047454834,0.0,399.0,83.88297176639502,-5.0556005596868285,19.72562078434664,0.0278878452602372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23460.15300591172,-1061.0,0.0,8.501844831775686E-4,49565.0,83.88278,-5.05588,15.477,0.106,15.884,0.181,,,,,,,,,,,star_or_galaxy,,,,,,,,,,,
535,547.0,83.88449356340348,-5.051887811749454,0.0429084636270999,0.0,1233.0,19.830881306701663,0.02298522926867,19.830881306701663,0.02298522926867,,,0.4812848567962646,0.0,401.0,83.88435904685072,-5.05170427060497,19.8312666689541,0.0243357386482078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29469.218258754187,85.0,0.0,1.9855683047939973E-4,,,,,,,,,,,,,,,,,,,3541,3541,83.884485,-5.051853,,,20.027,0.153,19.064,0.167,0.1290298033608362
536,548.0,83.88528198845441,-4.893366039211309,2.277703046798706,0.0,1237.0,19.570526310974124,0.01781009696424,19.570526310974124,0.01781009696424,,,0.573837399482727,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3554,3554,83.885275,-4.893329,,,19.749,0.167,,,0.13567684594730217
537,549.0,83.8855127920333,-5.299733417862285,2.34216833114624,0.0,1240.0,19.481897542053225,0.0278559327125549,19.481897542053225,0.0278559327125549,,,5.308438301086426,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,550.0,83.88598888766788,-5.283617004216616,2.357267141342163,0.0,1245.0,19.503826329284664,0.0241315532475709,19.503826329284664,0.0241315532475709,,,7.029166698455811,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,551.0,83.8860951647643,-4.956347932246265,2.308725595474243,0.0,1247.0,20.11432094293213,0.0202490761876106,20.11432094293213,0.0202490761876106,,,0.8056846857070923,0.0,524.0,83.8860624990966,-4.956354907167343,20.15746974041941,0.0465810448820997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9362.067594206806,-1073.0,0.0,0.0017902153061924,,,,,,,,,,,,,,,,,,,3565,3565,83.886068,-4.956333,,,20.289,0.186,,,0.11127367957245587
540,552.0,83.88668435801547,-4.881241390977822,2.398119688034058,0.0,1249.0,19.72696513848877,0.0204097125679254,19.72696513848877,0.0204097125679254,,,0.3493731021881104,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3568,3568,83.886708,-4.881218,,,19.948,0.177,,,0.11950884729231016
541,553.0,83.88761704976824,-5.013055291014492,2.470006227493286,0.0,1251.0,19.59460468011474,0.0134927267208695,19.59460468011474,0.0134927267208695,,,0.3202207982540131,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3584,3584,83.887543,-5.013038,,,19.236,0.107,,,0.2727573901057758
542,554.0,83.88771201087428,-4.881689135094639,2.236176490783691,0.0,1252.0,18.877313801818843,0.0133244358003139,18.877313801818843,0.0133244358003139,,,0.431325376033783,0.0,,,,,,,,,,,,,,,,,51514.0,83.88772,-4.88151,,,15.354,0.13,,,,,,,,,,,star_or_galaxy,3587,3587,83.887714,-4.88164,20.003,0.159,18.881,0.091,,,0.17703017821280703
543,555.0,83.88851278629335,-5.011810031495072,2.212369918823242,0.0,1256.0,21.355888554626468,0.0617413409054279,21.355888554626468,0.0617413409054279,,,0.3851896524429321,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,556.0,83.88860563955159,-4.914343622253761,2.598204851150513,0.0,1257.0,21.62567348199463,0.0854097232222557,21.62567348199463,0.0854097232222557,,,0.6833910942077637,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,557.0,83.88866749682897,-5.001455007153187,2.603150606155396,0.0,1258.0,21.160421559387203,0.0457112342119216,21.160421559387203,0.0457112342119216,,,0.3799859881401062,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,558.0,83.888719812067,-4.941219693476822,2.729847192764282,0.0,1259.0,21.503912159973147,0.0774430781602859,21.503912159973147,0.0774430781602859,,,0.7246904969215393,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,559.0,83.88899412623134,-4.879878415565875,2.548174381256104,0.0,1260.0,20.803940007263183,0.0524215810000896,20.803940007263183,0.0524215810000896,,,0.2480988055467606,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,560.0,83.88946230295231,-5.083254846465935,2.558673858642578,0.0,1263.0,19.563268849426272,0.0228171832859516,19.563268849426272,0.0228171832859516,,,0.7228884696960449,0.0,357.0,83.8894776654807,-5.083490299389079,15.684513970818294,0.033254192528124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12548.611216372345,-1060.0,0.0,0.001199534638544,49224.0,83.88954,-5.08359,13.251,0.011,12.966,0.011,12.412,0.108,,,,,15.381,0.102,14.128,0.046,star_or_galaxy,,,,,,,,,,,
549,561.0,83.88975882307413,-4.947402024213852,2.339641571044922,0.0,1268.0,20.781185338073733,0.0424378030002117,20.781185338073733,0.0424378030002117,,,0.8092222213745117,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,562.0,83.88991073424658,-5.046140111259026,2.480092525482178,0.0,1269.0,20.171322056823733,0.0307040680199861,20.171322056823733,0.0307040680199861,,,0.4163408875465393,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3608,3608,83.889909,-5.04611,,,20.196,0.183,18.742,0.139,0.10857878487845764
551,563.0,83.89038888247582,-4.87139950207825,2.648039102554321,0.0,1272.0,20.610899159484863,0.0504261367022991,20.610899159484863,0.0504261367022991,,,0.1336819380521774,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,564.0,83.8909040439953,-5.121124923617065,2.586141586303711,0.0,1273.0,20.91680545526124,0.037442211061716,20.91680545526124,0.037442211061716,,,0.7663127779960632,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,565.0,83.89125890101174,-4.928538651430462,2.583296298980713,0.0,1278.0,19.959806630187984,0.0212361738085746,19.959806630187984,0.0212361738085746,,,0.7438874840736389,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3628,3628,83.891328,-4.928531,,,19.815,0.154,18.945,0.179,0.24936263269449685
554,566.0,83.89161603816407,-5.215012458463723,2.68256664276123,0.0,1281.0,17.945038029724124,0.007751053199172,17.945038029724124,0.007751053199172,,,3.070774555206299,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3633,3633,83.891645,-5.215011,19.508,0.237,18.415,0.11,18.129,0.156,0.1039636932494401
555,568.0,83.89305830613908,-4.899122607046767,2.136124849319458,0.0,1285.0,19.82583636956788,0.0240064729005098,19.82583636956788,0.0240064729005098,,,0.6780078411102295,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,569.0,83.89340185054535,-4.882782750390143,2.58430027961731,0.0,1287.0,20.328268239074703,0.032586071640253,20.328268239074703,0.032586071640253,,,0.303504467010498,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,570.0,83.89358640296918,-4.900367462459865,2.283052444458008,0.0,1289.0,18.820347020202632,0.0103736585006117,18.820347020202632,0.0103736585006117,,,0.7112632393836975,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3652,3652,83.893561,-4.900348,20.126,0.17,18.909,0.086,17.984,0.088,0.11494035442501177
558,571.0,83.893907675491,-4.955196669754346,2.510885953903198,0.0,1294.0,20.529403874450686,0.0321299247443676,20.529403874450686,0.0321299247443676,,,0.8079478740692139,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,572.0,83.89414582791102,-5.043974271661877,2.386218309402466,0.0,1295.0,20.02026576715088,0.0263980329036712,20.02026576715088,0.0263980329036712,,,0.3969394564628601,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3660,3660,83.894217,-5.043949,,,19.513,0.117,18.078,0.087,0.2709575196738895
560,573.0,83.89422754350717,-4.955808463672553,2.559329509735107,0.0,1296.0,21.14985484796142,0.0527791306376457,21.14985484796142,0.0527791306376457,,,0.8025498986244202,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,575.0,83.89460830211515,-5.278254235247347,2.288469791412354,0.0,1300.0,19.70423335748292,0.0448250100016593,19.70423335748292,0.0448250100016593,,,7.753705024719238,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,576.0,83.89522190666506,-4.958472740858256,2.578871965408325,0.0,1305.0,19.90922565179444,0.0197981223464012,19.90922565179444,0.0197981223464012,,,0.692719578742981,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3673,3673,83.895248,-4.958445,,,19.983,0.18,,,0.13686302339993012
563,577.0,83.8952485967471,-5.0016467730387,2.068579912185669,0.0,1306.0,22.066301533752444,0.1001983806490898,22.066301533752444,0.1001983806490898,,,0.3765308260917664,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,578.0,83.89555840312957,-5.275412127771322,2.57070255279541,0.0,1307.0,19.67661113458252,0.0308281257748603,19.67661113458252,0.0308281257748603,,,7.843195915222168,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,579.0,83.89638772954183,-5.08933600830721,2.526630640029907,0.0,1311.0,20.663898655944827,0.0403259210288524,20.663898655944827,0.0403259210288524,,,0.6008130311965942,0.0,351.0,83.89633398611086,-5.089234641841244,20.71825699475877,0.0358286313643538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17292.69695392013,-1058.0,0.0,1.5864851357513194E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,580.0,83.89685584375385,-5.02744769122812,2.652973651885986,0.0,1312.0,21.498968312316897,0.083802580833435,21.498968312316897,0.083802580833435,,,0.3674642741680145,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,581.0,83.89702473954787,-5.048290269857164,2.590199947357178,0.0,1315.0,20.621427723937984,0.0513106808066368,20.621427723937984,0.0513106808066368,,,0.3309803903102875,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,582.0,83.89738886394194,-5.06483210602892,2.307425498962402,0.0,1316.0,19.807783314758304,0.0216575302183628,19.807783314758304,0.0216575302183628,,,0.2617000341415405,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,583.0,83.89739630387174,-4.96865066437543,2.278115272521973,0.0,1317.0,20.90225047784424,0.0420984663069248,20.90225047784424,0.0420984663069248,,,0.6587985754013062,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,584.0,83.8979535941051,-5.118229760425773,2.565245866775513,0.0,1325.0,20.982942769104007,0.0366614051163196,20.982942769104007,0.0366614051163196,,,0.6345722675323486,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,585.0,83.89859507257968,-5.112337826411603,2.35323166847229,0.0,1326.0,20.6520044298706,0.0295441504567861,20.6520044298706,0.0295441504567861,,,0.7341729402542114,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,586.0,83.89983085532518,-5.183690176496537,2.576503038406372,0.0,1332.0,17.60947627740478,0.0081706056371331,17.60947627740478,0.0081706056371331,,,2.170826435089111,0.0,,,,,,,,,,,,,,,,,48180.0,83.89981,-5.18357,14.74,0.117,14.258,0.086,,,,,,,,,,,star_or_galaxy,3721,3721,83.899829,-5.183662,19.43,0.147,17.182,0.043,15.885,0.03,0.10165325871212358
