,sep,dm
0,1992.4696806938393,8.606753999999999
1,1537.8237220740361,9.664296999999998
2,1662.5773172204622,9.348032
3,1017.7547626510818,0.7334180000000003
4,426.044149865294,3.2766470000000005
5,157.32156900017853,0.2300210000000007
6,1569.5581646701085,3.3390679999999993
7,1604.0322823953568,4.594137
8,1887.3704814675293,0.7193520000000007
9,281.7483292785485,2.43637
10,1239.8946900925953,5.367239999999999
11,879.6829174821002,1.6845809999999997
12,547.1934581072966,1.8534579999999998
13,1775.405572692511,3.12688
14,1448.650305806786,2.240359999999999
15,1979.755508607312,1.273422
16,1775.405572692511,3.12688
17,171.77077669616486,0.7261900000000008
18,1032.0553721659896,3.1011119999999988
19,1003.7056717306956,2.5284840000000006
20,1169.176070122562,3.3431659999999983
21,1330.0400162501348,3.240907
22,127.46124550171912,0.9531090000000013
23,566.7783628927434,3.3496569999999988
24,242.00606267085715,1.5543870000000002
25,1790.9994621886683,3.756919
26,1897.4788537164777,0.6867739999999998
27,698.2707031036122,0.43050299999999986
28,735.7825500518352,0.7762329999999995
29,1651.3526288497783,4.260859
30,1897.7620544264305,2.494301
31,1846.748685779187,4.436454000000001
32,1260.047711838659,6.163398999999998
33,1814.3510393220322,2.0164250000000017
34,1726.2368048565345,1.2900340000000021
35,173.12121230651357,0.2955389999999998
36,981.0473369226955,0.4066890000000001
37,1958.2779701562895,4.736914000000002
38,428.4218498398359,3.1842780000000026
39,1647.2838052301167,2.1628260000000026
40,1976.3446947034251,6.706470000000001
41,761.0633614345285,0.051752000000000464
42,946.7606050498412,2.575486999999999
43,174.03398786500392,0.13017799999999902
44,715.8678725204306,1.4960859999999983
45,1637.9193691508467,8.201609000000001
46,529.6443095483489,2.6387670000000014
47,1772.355921198325,5.514088000000001
48,1984.80856048283,0.10891999999999946
49,1802.5641591748981,0.7983919999999998
50,1550.4559914562385,5.160745
51,1583.5032023900476,0.8573649999999997
52,1583.5032023900476,0.8573649999999997
53,1365.410389220267,5.225473999999998
54,926.9402796034948,6.054916
55,1691.048992190931,4.569514
56,1340.057325219765,4.222736999999999
57,371.1772774028819,0.25198800000000077
58,392.0795694043699,0.1733899999999995
59,1401.9547692979074,0.5588649999999991
60,1401.9547692979074,0.5588649999999991
61,209.26703644381476,0.09040699999999902
62,197.12651820971584,0.1937920000000002
63,873.1129615174086,5.905136000000001
64,1400.1748883212017,3.177213
65,1400.1748883212017,3.177213
66,178.53037596600558,0.27457199999999915
67,1933.867753946529,2.178889999999999
68,909.8465867260384,0.03942699999999988
69,1169.176070122562,3.3431659999999983
70,1393.9585654471412,2.645093000000001
71,1032.6982869545081,5.812642
72,1906.2711836478466,0.522085999999998
73,1967.50003662056,4.322458000000001
74,1206.251831570116,2.6692600000000013
75,1872.2096310696304,0.22577499999999873
76,1867.3305534054073,1.2561249999999973
77,1867.3305534054073,1.2561249999999973
78,828.7359868521224,2.501502000000002
79,367.8330019848069,0.49999200000000243
80,1814.3510393220322,2.0164250000000017
